order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,seller_id,seller_name,seller_region,seller_rating,quantity,sales,discount,profit
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,SELL-0019,Super Sellers,Central,4.99,3,70.95,0.0,20.58
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",SELL-0002,Office World,Central,4.78,4,91.36,0.0,42.03
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,Madison,Wisconsin,53711,Central,OFF-LA-10001317,Office Supplies,Labels,Avery 520,SELL-0002,Office World,Central,4.78,7,22.05,0.0,10.58
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,SELL-0015,Premier Deals,East,4.57,1,6.79,0.0,2.31
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,SELL-0015,Premier Deals,East,4.57,4,4355.17,0.2,1415.43
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,SELL-0005,Supply Chain Co,East,4.21,4,49.12,0.0,23.09
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,SELL-0003,Furniture Plus,East,3.85,1,3.05,0.2,1.07
CA-2016-129714,2016-09-01,2016-09-03,First Class,AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,SELL-0007,Prime Sellers,East,4.39,2,24.56,0.0,11.54
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,SELL-0015,Premier Deals,East,4.57,10,100.24,0.2,33.83
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,SELL-0020,Trusted Goods,East,3.97,4,786.74,0.3,-258.5
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",SELL-0015,Premier Deals,East,4.57,2,54.22,0.2,3.39
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,SELL-0005,Supply Chain Co,East,4.21,3,290.9,0.4,-67.88
US-2016-141544,2016-08-30,2016-09-01,First Class,PO-18850,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,SELL-0012,Smart Commerce,East,3.97,6,37.76,0.7,-27.69
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,SELL-0009,Best Products,Central,3.67,3,95.98,0.2,-10.8
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,SELL-0009,Best Products,Central,3.67,7,64.62,0.2,22.62
CA-2016-158568,2016-08-29,2016-09-02,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Chicago,Illinois,60610,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,SELL-0016,Reliable Stores,Central,3.71,3,1.79,0.8,-3.04
CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,SELL-0004,Digital Mart,West,3.75,9,69.3,0.0,22.87
CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,SELL-0004,Digital Mart,West,3.75,2,241.57,0.2,18.12
CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",SELL-0004,Digital Mart,West,3.75,4,255.76,0.0,81.84
CA-2016-126158,2016-07-25,2016-07-31,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Concord,California,94521,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,SELL-0004,Digital Mart,West,3.75,8,119.62,0.2,40.37
CA-2016-101343,2016-07-17,2016-07-22,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Los Angeles,California,90049,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",SELL-0004,Digital Mart,West,3.75,2,77.88,0.0,3.89
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,SELL-0016,Reliable Stores,Central,3.71,3,20.02,0.2,6.25
CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,Alice McCarthy,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",SELL-0018,Value Mart,Central,4.38,3,37.22,0.2,3.72
CA-2016-103891,2016-07-12,2016-07-19,Standard Class,KH-16690,Kristen Hastings,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,SELL-0004,Digital Mart,West,3.75,6,95.76,0.2,7.18
CA-2016-100790,2016-06-26,2016-07-02,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",SELL-0003,Furniture Plus,East,3.85,5,704.25,0.0,84.51
CA-2016-100790,2016-06-26,2016-07-02,Standard Class,JG-15805,John Grady,Corporate,United States,New York City,New York,10024,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,SELL-0020,Trusted Goods,East,3.97,5,14.7,0.0,6.62
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",SELL-0015,Premier Deals,East,4.57,2,21.8,0.0,6.1
CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Dover,Delaware,19901,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,SELL-0007,Prime Sellers,East,4.39,3,45.0,0.0,4.95
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,SELL-0005,Supply Chain Co,East,4.21,1,1.68,0.0,0.84
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,SELL-0015,Premier Deals,East,4.57,6,208.56,0.0,52.14
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,SELL-0007,Prime Sellers,East,4.39,5,32.4,0.0,15.55
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,SELL-0020,Trusted Goods,East,3.97,5,319.41,0.1,7.1
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",SELL-0020,Trusted Goods,East,3.97,2,14.56,0.0,6.99
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,SELL-0003,Furniture Plus,East,3.85,2,30.0,0.0,3.3
CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,United States,Troy,New York,12180,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,SELL-0007,Prime Sellers,East,4.39,4,48.48,0.2,16.36
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,SELL-0012,Smart Commerce,East,3.97,4,30.84,0.0,13.88
CA-2016-147375,2016-06-12,2016-06-14,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,SELL-0016,Reliable Stores,Central,3.71,7,313.49,0.2,113.64
CA-2016-138688,2016-06-12,2016-06-16,Second Class,DV-13045,Darrin Van Huff,Corporate,United States,Los Angeles,California,90036,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,SELL-0004,Digital Mart,West,3.75,2,14.62,0.0,6.87
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,SELL-0015,Premier Deals,East,4.57,3,47.04,0.0,18.35
CA-2016-147375,2016-06-12,2016-06-14,Second Class,PO-19180,Philisse Overcash,Home Office,United States,Chicago,Illinois,60623,Central,TEC-MA-10002937,Technology,Machines,"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner",SELL-0018,Value Mart,Central,4.38,3,1007.98,0.3,43.2
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",SELL-0014,Top Vendors,South,3.75,1,208.16,0.0,56.2
CA-2016-127208,2016-06-12,2016-06-15,First Class,SC-20770,Stewart Carmichael,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,SELL-0014,Top Vendors,South,3.75,3,16.74,0.0,8.04
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,SELL-0005,Supply Chain Co,East,4.21,9,115.02,0.0,51.76
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",SELL-0015,Premier Deals,East,4.57,6,226.56,0.0,63.44
CA-2016-103730,2016-06-12,2016-06-15,First Class,SC-20725,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,SELL-0003,Furniture Plus,East,3.85,7,68.04,0.0,19.73
CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Roy Collins,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,SELL-0009,Best Products,Central,3.67,4,328.22,0.2,28.72
CA-2016-127369,2016-06-06,2016-06-07,First Class,DB-13060,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,SELL-0004,Digital Mart,West,3.75,5,714.3,0.0,207.15
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,SELL-0016,Reliable Stores,Central,3.71,3,4.04,0.6,-2.83
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,SELL-0006,MegaStore LLC,Central,4.6,5,177.23,0.5,-120.51
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,SELL-0018,Value Mart,Central,4.38,3,11.69,0.6,-4.68
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,SELL-0006,MegaStore LLC,Central,4.6,5,419.68,0.6,-356.73
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,SELL-0008,Quality Goods,Central,3.94,5,25.92,0.2,9.4
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,SELL-0018,Value Mart,Central,4.38,2,31.98,0.2,11.19
CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Karen Daniels,Consumer,United States,Springfield,Virginia,22153,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",SELL-0013,Express Sellers,South,4.84,2,75.88,0.0,35.66
CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",SELL-0006,MegaStore LLC,Central,4.6,2,7.41,0.2,1.2
CA-2016-162733,2016-05-11,2016-05-12,First Class,TT-21070,Ted Trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,SELL-0004,Digital Mart,West,3.75,1,5.98,0.0,2.69
CA-2016-169166,2016-05-09,2016-05-14,Standard Class,SS-20590,Sonia Sunley,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,SELL-0004,Digital Mart,West,3.75,2,93.98,0.0,13.16
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,SELL-0020,Trusted Goods,East,3.97,2,82.8,0.4,-20.7
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,SELL-0005,Supply Chain Co,East,4.21,3,4.9,0.7,-3.43
US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,John Lucas,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,SELL-0015,Premier Deals,East,4.57,2,20.72,0.7,-13.82
CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,SELL-0004,Digital Mart,West,3.75,6,251.52,0.2,81.74
CA-2016-130001,2016-04-23,2016-04-28,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Franklin,Tennessee,37064,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,SELL-0013,Express Sellers,South,4.84,5,36.24,0.2,11.32
CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Grace Kelly,Corporate,United States,Hesperia,California,92345,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,SELL-0004,Digital Mart,West,3.75,1,99.99,0.0,35.0
CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,SELL-0004,Digital Mart,West,3.75,2,185.38,0.2,-34.76
CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,SELL-0004,Digital Mart,West,3.75,5,23.56,0.2,7.07
CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,SELL-0004,Digital Mart,West,3.75,6,1272.63,0.5,-814.48
CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,SELL-0004,Digital Mart,West,3.75,5,28.49,0.7,-20.89
CA-2016-109869,2016-04-22,2016-04-29,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",SELL-0004,Digital Mart,West,3.75,2,78.27,0.2,5.87
US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,SELL-0011,Global Supplies,South,4.43,5,291.96,0.2,54.74
US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,SELL-0013,Express Sellers,South,4.84,2,4.77,0.2,-0.77
US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,SELL-0013,Express Sellers,South,4.84,2,189.59,0.7,-145.35
US-2016-123750,2016-04-15,2016-04-21,Standard Class,RB-19795,Ross Baird,Home Office,United States,Gastonia,North Carolina,28052,South,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,SELL-0010,Elite Traders,South,4.8,7,408.74,0.2,76.64
CA-2016-148796,2016-04-14,2016-04-18,Standard Class,PB-19150,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,SELL-0004,Digital Mart,West,3.75,5,383.8,0.2,38.38
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",SELL-0003,Furniture Plus,East,3.85,4,17.04,0.0,6.99
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",SELL-0003,Furniture Plus,East,3.85,5,34.4,0.0,15.82
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",SELL-0005,Supply Chain Co,East,4.21,2,8.26,0.0,3.8
CA-2016-138520,2016-04-08,2016-04-13,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,SELL-0005,Supply Chain Co,East,4.21,6,388.7,0.2,-4.86
CA-2016-159695,2016-04-05,2016-04-10,Second Class,GM-14455,Gary Mitchum,Home Office,United States,Houston,Texas,77095,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,SELL-0017,Fast Shipping Co,Central,4.71,7,158.37,0.2,13.86
CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10000588,Office Supplies,Art,Newell 345,SELL-0012,Smart Commerce,East,3.97,3,59.52,0.0,15.48
CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,TEC-PH-10002365,Technology,Phones,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,SELL-0005,Supply Chain Co,East,4.21,4,35.12,0.0,9.13
CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-ST-10001469,Office Supplies,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,SELL-0015,Premier Deals,East,4.57,3,161.94,0.0,9.72
CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,SELL-0015,Premier Deals,East,4.57,6,263.88,0.0,71.25
CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,SELL-0020,Trusted Goods,East,3.97,3,30.48,0.0,7.92
CA-2016-166674,2016-04-01,2016-04-03,Second Class,RB-19360,Raymond Buch,Consumer,United States,Auburn,New York,13021,East,OFF-AR-10004974,Office Supplies,Art,Newell 342,SELL-0007,Prime Sellers,East,4.39,3,9.84,0.0,2.85
US-2016-120929,2016-03-18,2016-03-21,Second Class,RO-19780,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,SELL-0001,Tech Solutions Inc,South,3.72,3,189.88,0.4,-94.94
CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,SELL-0004,Digital Mart,West,3.75,5,157.92,0.2,17.77
CA-2016-158834,2016-03-13,2016-03-16,First Class,TW-21025,Tamara Willingham,Home Office,United States,Scottsdale,Arizona,85254,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,SELL-0004,Digital Mart,West,3.75,2,203.18,0.2,15.24
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,SELL-0008,Quality Goods,Central,3.94,2,17.46,0.0,8.21
CA-2016-118255,2016-03-11,2016-03-13,First Class,ON-18715,Odella Nelson,Corporate,United States,Eagan,Minnesota,55122,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",SELL-0017,Fast Shipping Co,Central,4.71,2,45.98,0.0,19.77
CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Paul Gonzalez,Consumer,United States,Rochester,Minnesota,55901,Central,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,SELL-0017,Fast Shipping Co,Central,4.71,6,7.56,0.0,0.3
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,SELL-0004,Digital Mart,West,3.75,3,90.57,0.0,11.77
CA-2016-121755,2016-01-16,2016-01-20,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,SELL-0004,Digital Mart,West,3.75,2,11.65,0.2,4.22
CA-2015-119697,2015-12-28,2015-12-31,Second Class,EM-13960,Eric Murdock,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,SELL-0007,Prime Sellers,East,4.39,2,54.38,0.2,1.36
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",SELL-0016,Reliable Stores,Central,3.71,3,532.4,0.32,-46.98
CA-2015-134782,2015-12-27,2015-12-31,Standard Class,MD-17350,Maribeth Dona,Consumer,United States,Fayetteville,Arkansas,72701,South,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",SELL-0013,Express Sellers,South,4.84,2,105.42,0.0,51.66
CA-2015-117415,2015-12-27,2015-12-31,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Houston,Texas,77041,Central,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",SELL-0008,Quality Goods,Central,3.94,9,113.33,0.2,35.42
